Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00000536,Toothbrush 2000,2021-06-10 20:23:13.644982000,80,5,gl526rj,fy29gl,1,Dispatched,2021-06-11 03:40:03.068346400,Delivered,2021-06-12 09:03:14.173402000
BRU00000338,Toothbrush 2000,2022-05-11 13:55:54.795629200,67,9,ex327qe,cv339wd,1,Dispatched,2022-05-11 20:48:43.170454000,Delivered,2022-05-13 05:18:39.206479600
BRU00002401,Toothbrush 4000,2022-01-18 06:16:05.168193200,26,7,ch663jt,g522qs,1,Dispatched,2022-01-18 12:37:29.988270800,Delivered,2022-01-19 14:10:56.168990000
BRU00000126,Toothbrush 4000,2021-08-10 05:16:40.238473200,43,4,e20nf,bd184au,1,Dispatched,2021-08-10 11:14:41.270608800,Delivered,2021-08-11 13:07:10.379025600
BRU00004753,Toothbrush 4000,2022-05-21 08:06:48.967780400,22,4,g334jl,b145sf,1,Dispatched,2022-05-21 16:17:43.494800000,Delivered,2022-05-22 15:34:40.408428800
BRU00005629,Toothbrush 4000,2022-01-18 05:56:44.172121600,17,4,e63as,cv477sr,1,Dispatched,2022-01-18 12:55:02.932126000,Delivered,2022-01-19 01:02:38.645077600
BRU00001968,Toothbrush 4000,2021-02-03 08:11:54.264016400,30,9,bs991lq,fk15ht,1,Dispatched,2021-02-03 14:41:02.245575200,Delivered,2021-02-04 16:35:04.366547600
BRU00002137,Toothbrush 4000,2022-06-11 18:07:36.095879600,22,1,cb43nq,gu112lt,1,Dispatched,2022-06-12 00:25:14.565622399,Delivered,2022-06-13 10:52:44.154925999
BRU00001289,Toothbrush 4000,2022-08-27 08:39:41.517416400,29,9,cw113ab,e151et,1,Dispatched,2022-08-27 15:48:59.625686400,Delivered,2022-08-28 14:14:20.411191200
BRU00002683,Toothbrush 2000,2022-10-17 05:41:39.018100000,108,8,ip279hg,im51ny,1,Dispatched,2022-10-17 13:01:40.841441200,Delivered,2022-10-18 17:30:37.713428800
BRU00003476,Toothbrush 4000,2021-06-30 14:03:32.672681199,34,2,ex246qj,gl71nt,1,Dispatched,2021-06-30 21:59:09.213672399,Delivered,2021-07-01 23:38:27.854951199
BRU00002952,Toothbrush 4000,2022-08-26 22:48:12.968093200,16,7,gu146nq,bn147bl,1,Dispatched,2022-08-27 06:01:03.309848800,Delivered,2022-08-28 08:00:49.924908400
BRU00003651,Toothbrush 2000,2021-11-25 14:56:00.032109600,70,2,cf159la,dh62bp,1,Dispatched,2021-11-25 21:30:53.067350400,Delivered,2021-11-26 23:27:42.843292800
BRU00000320,Toothbrush 4000,2022-11-01 17:01:15.891712800,40,1,eh88pe,ab155je,1,Dispatched,2022-11-01 23:23:46.902124800,Delivered,2022-11-02 21:16:01.642920000
BRU00005135,Toothbrush 2000,2021-08-18 08:54:31.560051600,66,3,hu177ql,cf116nf,1,Dispatched,2021-08-18 15:57:30.431779200,Delivered,2021-08-20 00:58:55.685528400
BRU00005270,Toothbrush 4000,2022-01-13 23:33:32.376700800,30,3,e49sb,ex111ux,1,Dispatched,2022-01-14 06:07:57.949575600,Delivered,2022-01-15 07:05:01.935430800
BRU00005411,Toothbrush 4000,2021-05-24 16:28:23.451636800,27,4,g715nj,dd85aa,1,Dispatched,2021-05-24 23:21:30.331836800,Delivered,2021-05-26 01:19:56.729885600
BRU00005593,Toothbrush 4000,2021-11-25 18:27:21.563102800,21,5,bb186jq,ca66ee,1,Dispatched,2021-11-26 01:52:20.693351200,Delivered,2021-11-26 23:30:44.546460400
BRU00000181,Toothbrush 4000,2021-09-29 09:17:54.437314000,30,3,ch624uj,gu248lj,1,Dispatched,2021-09-29 15:57:05.152058800,Delivered,2021-09-30 15:40:59.612312800
BRU00000403,Toothbrush 4000,2021-09-08 12:49:42.919157200,28,9,hu165gg,ha52by,1,Dispatched,2021-09-08 19:31:30.660714400,Delivered,2021-09-09 19:31:59.131696000
BRU00000751,Toothbrush 4000,2021-01-29 21:52:05.455881200,23,2,cv470al,cb249px,1,Dispatched,2021-01-30 04:47:28.078725200,Delivered,2021-01-31 08:00:15.542432000
BRU00003881,Toothbrush 2000,2022-06-26 09:23:17.881376000,64,5,ct126ap,cv114ju,1,Dispatched,2022-06-26 16:41:38.695686800,Delivered,2022-06-27 21:08:38.543061200
BRU00002884,Toothbrush 4000,2021-03-08 07:14:17.250684800,41,9,bd212eq,dg125qy,1,Dispatched,2021-03-08 15:20:53.129476400,Delivered,2021-03-09 20:56:32.733283999
BRU00004738,Toothbrush 4000,2021-03-17 23:39:44.084751200,38,8,dh58nj,ab326sw,1,Dispatched,2021-03-18 06:37:50.682652400,Delivered,2021-03-19 10:58:32.173112000
BRU00001920,Toothbrush 2000,2022-04-19 11:25:29.423112800,68,7,dn214bl,cb10hp,1,Dispatched,2022-04-19 18:29:02.748813200,Delivered,2022-04-21 00:57:26.733339200
BRU00003405,Toothbrush 2000,2022-08-08 06:31:46.936783200,87,4,hg41tt,bs84nt,1,Dispatched,2022-08-08 14:19:20.524011600,Delivered,2022-08-09 23:11:54.015712800
BRU00001216,Toothbrush 4000,2021-07-22 15:10:11.645114800,20,3,da81jr,hu94dl,1,Dispatched,2021-07-22 22:49:41.770926400,Delivered,2021-07-24 05:41:45.805296400
BRU00005397,Toothbrush 4000,2022-02-17 02:28:32.508286000,32,1,bs376pq,ip38sx,1,Dispatched,2022-02-17 09:42:56.354306800,Delivered,2022-02-18 10:15:07.811021199
BRU00004782,Toothbrush 4000,2022-09-09 13:24:11.529059200,38,5,ip139te,cf319np,1,Dispatched,2022-09-09 19:54:42.388882000,Delivered,2022-09-10 20:29:31.409161600
BRU00001075,Toothbrush 2000,2022-08-01 10:45:04.749430400,66,8,bn251sj,co112dt,1,Dispatched,2022-08-01 18:37:42.003801200,Delivered,2022-08-02 21:44:23.428058000
BRU00003325,Toothbrush 4000,2022-05-29 01:04:16.174190000,50,9,eh105bt,al40hg,1,Dispatched,2022-05-29 07:33:48.696657200,Delivered,2022-05-30 10:52:36.834878000
BRU00005380,Toothbrush 4000,2022-03-09 10:43:48.493042000,23,5,b100dy,cf319zb,1,Dispatched,2022-03-09 17:47:49.814660800,Delivered,2022-03-11 01:11:27.145248400
BRU00002404,Toothbrush 4000,2022-05-15 16:24:59.597007200,29,1,bs227qu,bn34qh,1,Dispatched,2022-05-15 23:52:31.879456400,Delivered,2022-05-17 02:07:58.099912400
BRU00003623,Toothbrush 4000,2021-11-11 03:12:06.447581600,22,3,ab118hf,bs79du,1,Dispatched,2021-11-11 10:40:00.664265600,Delivered,2021-11-12 10:21:42.503684000
BRU00001405,Toothbrush 4000,2022-02-04 03:36:12.529802400,21,7,cw109pb,cf244ew,1,Dispatched,2022-02-04 10:40:52.941351600,Delivered,2022-02-05 10:50:35.795974800
BRU00001469,Toothbrush 4000,2021-05-22 10:34:53.118822800,20,4,e182qw,eh129el,1,Dispatched,2021-05-22 18:04:23.991845600,Delivered,2021-05-23 19:31:24.151484000
BRU00002252,Toothbrush 4000,2021-09-19 01:24:15.006764000,26,1,bd228lx,gl537nh,1,Dispatched,2021-09-19 08:21:52.704862400,Delivered,2021-09-20 11:38:44.676778400
BRU00002062,Toothbrush 2000,2022-08-08 21:33:02.170319600,85,8,cm232nr,hd63je,1,Dispatched,2022-08-09 04:47:33.577578800,Delivered,2022-08-10 09:06:08.563660400
BRU00003026,Toothbrush 4000,2022-08-06 00:35:54.196624000,42,1,ct188ey,ab393rq,1,Dispatched,2022-08-06 07:16:40.300446400,Delivered,2022-08-07 16:06:07.036132000
BRU00000204,Toothbrush 2000,2021-05-01 16:17:09.949334800,94,4,ba229jr,dh99jj,1,Dispatched,2021-05-01 23:48:09.677791599,Delivered,2021-05-03 04:36:16.439131599
BRU00003659,Toothbrush 4000,2021-10-13 23:41:29.407149200,30,9,cm112xj,cm179qy,1,Dispatched,2021-10-14 07:24:04.026351200,Delivered,2021-10-15 12:44:27.976131200
BRU00004428,Toothbrush 2000,2021-04-02 00:49:25.990788400,70,1,dg54ql,bh153jg,1,Dispatched,2021-04-02 07:39:35.865565600,Delivered,2021-04-03 02:08:29.868126400
BRU00001299,Toothbrush 2000,2021-10-07 03:00:31.237554000,67,8,cf349dt,bs405qy,1,Dispatched,2021-10-07 10:32:03.080894400,Delivered,2021-10-08 19:09:45.480946800
BRU00000556,Toothbrush 2000,2021-04-26 13:25:37.645042000,83,4,ip136el,ca130qa,1,Dispatched,2021-04-26 20:58:59.802941200,Delivered,2021-04-27 21:29:46.594744000
BRU00002920,Toothbrush 4000,2022-09-20 17:02:08.988840799,45,3,dy121lx,gu151nz,1,Dispatched,2022-09-21 00:32:52.165721599,Delivered,2022-09-22 07:29:09.414691999
BRU00005538,Toothbrush 2000,2021-02-08 11:07:10.166114000,58,2,ip241td,hp25bh,1,Dispatched,2021-02-08 18:20:12.991074800,Delivered,2021-02-09 21:49:21.028473200
BRU00002566,Toothbrush 2000,2022-08-23 06:38:39.201189200,81,2,fk27dq,hp135hx,1,Dispatched,2022-08-23 14:13:24.350561600,Delivered,2022-08-24 17:33:26.064300800
BRU00001928,Toothbrush 4000,2021-09-01 04:04:43.059884000,30,2,ex96dg,b807dd,1,Dispatched,2021-09-01 11:13:02.238357200,Delivered,2021-09-02 16:41:22.775494400
BRU00003652,Toothbrush 4000,2022-05-12 00:52:42.906733600,34,5,bs296hr,br40nr,1,Dispatched,2022-05-12 07:29:16.605120400,Delivered,2022-05-13 12:58:25.174444000
BRU00005196,Toothbrush 4000,2022-02-18 05:17:15.448242400,22,3,gu467un,bs94ns,1,Dispatched,2022-02-18 12:53:59.429276800,Delivered,2022-02-19 16:06:16.190527600
BRU00004602,Toothbrush 2000,2022-07-05 06:57:42.772245200,81,3,bs15bn,dn226af,1,Dispatched,2022-07-05 14:49:48.878156000,Delivered,2022-07-06 14:04:05.090330000
BRU00004629,Toothbrush 4000,2022-01-06 12:23:56.488042800,28,3,bb79tg,gu526xw,1,Dispatched,2022-01-06 19:19:13.157926800,Delivered,2022-01-07 18:18:15.999985200
BRU00000535,Toothbrush 2000,2021-05-18 01:00:31.703313200,92,6,ca39je,ab392ag,1,Dispatched,2021-05-18 07:56:14.859560000,Delivered,2021-05-19 07:27:47.115928400
BRU00003487,Toothbrush 2000,2022-01-23 00:44:20.391186800,77,6,ch496pa,dl131ne,1,Dispatched,2022-01-23 08:58:22.669722800,Delivered,2022-01-24 09:20:28.064957600
BRU00005348,Toothbrush 2000,2021-09-29 11:37:33.187926000,57,6,hu143rn,dn313ae,1,Dispatched,2021-09-29 18:29:29.656968000,Delivered,2021-10-01 00:15:02.792728800
BRU00004422,Toothbrush 2000,2021-12-09 22:12:22.599524000,52,1,g614la,g733na,1,Dispatched,2021-12-10 05:03:30.941775200,Delivered,2021-12-11 04:30:34.873529600
BRU00004757,Toothbrush 4000,2021-11-18 11:56:03.633198000,14,7,eh165hq,cb101rg,1,Dispatched,2021-11-18 18:54:03.897000000,Delivered,2021-11-19 23:14:54.935818800
BRU00000552,Toothbrush 4000,2021-04-07 03:33:48.398509600,39,1,cb29je,ec1m4nu,1,Dispatched,2021-04-07 10:48:28.599337600,Delivered,2021-04-08 08:58:18.077669200
BRU00003873,Toothbrush 4000,2022-08-17 13:50:41.288068800,31,7,bd47ht,im24ew,1,Dispatched,2022-08-17 20:32:33.354673200,Delivered,2022-08-19 09:47:34.815733200
BRU00004978,Toothbrush 2000,2021-06-14 09:46:10.865066800,75,1,eh209sj,hu107na,1,Dispatched,2021-06-14 16:52:04.224877600,Delivered,2021-06-15 20:43:11.802737200
BRU00000085,Toothbrush 2000,2022-03-23 01:34:54.099092800,77,3,dn357nl,b987bz,1,Dispatched,2022-03-23 08:56:24.540833200,Delivered,2022-03-24 13:31:44.690446000
BRU00001314,Toothbrush 4000,2021-04-08 19:45:52.579626400,8,6,hx13jl,g522ql,1,Dispatched,2021-04-09 02:50:00.707401600,Delivered,2021-04-10 02:02:10.594956400
BRU00005136,Toothbrush 2000,2022-04-01 22:46:52.173808000,67,6,cw14rt,hr49nb,1,Dispatched,2022-04-02 06:07:29.758008400,Delivered,2022-04-03 07:56:56.497823200
BRU00001941,Toothbrush 2000,2022-07-03 02:05:57.341649600,82,4,ba20jl,b435pb,1,Dispatched,2022-07-03 08:55:07.198879200,Delivered,2022-07-04 11:30:00.418782000
BRU00000581,Toothbrush 2000,2021-09-22 03:58:20.778934400,84,8,bl81rz,ex79ex,1,Dispatched,2021-09-22 10:57:55.655114000,Delivered,2021-09-23 12:39:39.962141600
BRU00004286,Toothbrush 4000,2022-06-10 02:49:26.194594800,18,5,cf371ll,b119fg,1,Dispatched,2022-06-10 10:14:57.192648000,Delivered,2022-06-11 12:12:35.831700000
BRU00005083,Toothbrush 4000,2022-01-04 08:03:01.656950800,48,9,fy81th,ec1y0rb,1,Dispatched,2022-01-04 14:53:53.171196400,Delivered,2022-01-05 14:40:26.071691200
BRU00004485,Toothbrush 4000,2022-11-29 04:08:48.084670000,34,7,dn312he,gu343rr,1,Dispatched,2022-11-29 10:44:45.112348000,Delivered,2022-11-30 13:49:21.800784400
BRU00002273,Toothbrush 4000,2021-04-03 02:51:16.273457600,22,5,ex100hb,dl148ba,1,Dispatched,2021-04-03 10:55:41.233191200,Delivered,2021-04-04 17:03:26.835544400
BRU00001065,Toothbrush 4000,2021-03-29 20:50:54.503962800,30,7,bb71ej,da19jw,1,Dispatched,2021-03-30 03:45:29.325992400,Delivered,2021-03-31 03:56:47.551563600
BRU00000920,Toothbrush 4000,2022-04-05 16:12:52.037138799,38,5,dg11uw,cv324nu,1,Dispatched,2022-04-05 23:48:18.074195199,Delivered,2022-04-07 02:01:27.875412399
BRU00002482,Toothbrush 4000,2022-11-12 16:08:22.757232000,24,4,bb80lr,gl569aw,1,Dispatched,2022-11-12 23:44:28.680218400,Delivered,2022-11-14 05:39:43.820354400
BRU00001265,Toothbrush 2000,2022-05-25 21:08:33.716784400,77,2,hu88er,ig27jz,1,Dispatched,2022-05-26 04:00:42.868356400,Delivered,2022-05-27 06:58:05.358182800
BRU00004769,Toothbrush 2000,2022-03-29 06:09:56.656944800,67,5,e151jt,hd33tu,1,Dispatched,2022-03-29 12:57:56.767522400,Delivered,2022-03-30 19:14:28.657472000
BRU00005670,Toothbrush 2000,2021-07-08 23:42:08.136545599,90,1,g735ht,hd50aa,1,Dispatched,2021-07-09 07:04:25.455271999,Delivered,2021-07-09 22:56:20.679448399
BRU00003632,Toothbrush 2000,2022-04-02 10:01:48.475249200,70,5,de656qh,dh12lj,1,Dispatched,2022-04-02 16:25:48.788074800,Delivered,2022-04-03 13:00:49.645413599
BRU00002499,Toothbrush 4000,2021-12-23 08:56:41.966009600,28,5,bn14nb,cv58el,1,Dispatched,2021-12-23 15:52:32.818300400,Delivered,2021-12-24 19:53:55.740214400
BRU00002885,Toothbrush 2000,2021-09-25 01:13:10.237190400,96,3,ip214uf,fk28ru,1,Dispatched,2021-09-25 08:13:15.218082000,Delivered,2021-09-26 13:38:28.821910800
BRU00005484,Toothbrush 4000,2021-03-29 22:12:38.821906800,22,8,b987lh,al73qe,1,Dispatched,2021-03-30 04:44:54.551868000,Delivered,2021-03-31 11:34:00.016914000
BRU00002367,Toothbrush 4000,2021-03-27 05:17:46.649223600,34,6,ba213uj,gy24yz,1,Dispatched,2021-03-27 12:03:26.683858800,Delivered,2021-03-28 16:38:17.106234000
BRU00005274,Toothbrush 4000,2021-09-14 12:55:02.726578000,25,9,ch36ha,ch35hd,1,Dispatched,2021-09-14 19:22:38.576692000,Delivered,2021-09-16 02:16:25.209910000
BRU00000370,Toothbrush 2000,2021-10-31 00:34:40.782716000,56,3,bn220jb,gy68ju,1,Dispatched,2021-10-31 07:35:35.201313200,Delivered,2021-11-01 10:23:46.886650400
BRU00001334,Toothbrush 2000,2021-03-05 00:42:36.156968800,89,1,fy53tn,bl48bt,1,Dispatched,2021-03-05 08:03:01.151634400,Delivered,2021-03-06 10:04:54.129797199
BRU00003212,Toothbrush 4000,2021-07-04 10:23:21.688544400,19,6,dh21ur,ip39tf,1,Dispatched,2021-07-04 17:09:40.348378800,Delivered,2021-07-05 13:25:45.698008800
BRU00001983,Toothbrush 4000,2021-04-27 05:11:58.288619600,16,6,al52bb,de216uj,1,Dispatched,2021-04-27 12:25:47.374775600,Delivered,2021-04-28 16:50:15.433827200
BRU00000518,Toothbrush 4000,2022-03-10 17:59:33.090966000,27,3,bs346dw,da130tu,1,Dispatched,2022-03-11 01:16:09.499772400,Delivered,2022-03-12 07:44:19.501984800
BRU00002915,Toothbrush 2000,2021-09-30 21:36:36.804545200,85,8,ch35qu,hp123er,1,Dispatched,2021-10-01 04:12:31.005654400,Delivered,2021-10-02 08:41:38.877528400
BRU00000938,Toothbrush 2000,2022-03-05 08:13:04.725705200,79,8,hp49dw,b75ah,1,Dispatched,2022-03-05 14:37:33.993528800,Delivered,2022-03-06 15:07:06.237147200
BRU00001342,Toothbrush 2000,2022-11-30 18:57:29.068257200,70,5,fy45qx,bd38aq,1,Dispatched,2022-12-01 02:07:12.992206400,Delivered,2022-12-02 09:29:44.991628400
BRU00003070,Toothbrush 2000,2021-07-17 01:17:27.911412400,73,7,de75ba,ct93xp,1,Dispatched,2021-07-17 09:02:03.314959600,Delivered,2021-07-18 09:59:32.252321200
BRU00000513,Toothbrush 4000,2022-06-23 01:17:30.169614000,33,5,en48xd,gu29pu,1,Dispatched,2022-06-23 09:19:16.316888400,Delivered,2022-06-24 05:55:21.395548800
BRU00001491,Toothbrush 2000,2022-07-13 14:20:58.471692000,78,4,ex394jh,ig12fp,1,Dispatched,2022-07-13 20:33:57.726831600,Delivered,2022-07-15 01:14:01.007073600
BRU00004398,Toothbrush 2000,2021-01-08 20:44:28.613961200,69,2,cw56dn,co33ts,1,Dispatched,2021-01-09 03:57:52.784326400,Delivered,2021-01-10 13:46:47.945171600
BRU00002074,Toothbrush 4000,2021-01-27 06:34:24.211851600,28,2,dg29qe,b440jg,1,Dispatched,2021-01-27 14:13:10.065021600,Delivered,2021-01-28 14:43:38.280770400
BRU00000443,Toothbrush 4000,2022-02-08 15:13:05.881740000,19,1,da83jz,bl15qe,1,Dispatched,2022-02-08 21:53:53.037342000,Delivered,2022-02-09 21:50:53.920004400
BRU00004359,Toothbrush 4000,2022-11-17 06:08:00.133316800,24,1,e12ez,ct187tr,1,Dispatched,2022-11-17 13:07:16.882837600,Delivered,2022-11-18 14:09:02.939921200
BRU00003020,Toothbrush 2000,2021-07-31 08:17:01.129310000,82,8,bd194tw,bs229eh,1,Dispatched,2021-07-31 15:27:47.083376000,Delivered,2021-08-01 19:46:45.888472400
BRU00003362,Toothbrush 4000,2021-10-09 10:32:05.579002000,37,9,bn25jj,hd58hw,1,Dispatched,2021-10-09 17:30:26.044128400,Delivered,2021-10-10 21:43:03.230083600
BRU00001519,Toothbrush 4000,2022-01-04 10:53:50.044965200,48,2,dl148ap,b979sh,1,Dispatched,2022-01-04 18:09:19.666416800,Delivered,2022-01-05 23:58:38.600020400
BRU00002954,Toothbrush 4000,2022-03-02 03:32:08.889640000,20,5,bn85up,fy44sj,1,Dispatched,2022-03-02 10:48:15.872086000,Delivered,2022-03-03 20:59:08.913922000
BRU00004216,Toothbrush 4000,2021-01-07 06:45:58.010821600,22,6,cw13qx,cv231eb,1,Dispatched,2021-01-07 13:26:24.822589600,Delivered,2021-01-08 10:30:39.332210800
BRU00003728,Toothbrush 4000,2022-11-28 07:32:48.432786800,31,4,da139ju,bn998xp,1,Dispatched,2022-11-28 14:54:44.182826000,Delivered,2022-11-29 13:13:08.680304000
BRU00000234,Toothbrush 4000,2022-07-20 15:03:20.751342800,4,5,ch624tb,hp26nx,1,Dispatched,2022-07-20 22:53:04.690758800,Delivered,2022-07-21 23:33:38.464167200
BRU00001189,Toothbrush 4000,2022-06-14 10:22:47.370675600,38,2,dn208qg,en55hy,1,Dispatched,2022-06-14 18:05:14.974579200,Delivered,2022-06-15 18:41:12.816858000
BRU00001716,Toothbrush 2000,2021-04-22 05:57:28.970734800,68,8,bl40df,eh35ln,1,Dispatched,2021-04-22 13:18:05.016280800,Delivered,2021-04-23 15:44:35.944560000
BRU00004261,Toothbrush 4000,2021-06-14 19:24:41.154961200,8,8,ab451db,ba53aw,1,Dispatched,2021-06-15 01:58:19.030424400,Delivered,2021-06-16 02:58:34.532719200
BRU00004618,Toothbrush 4000,2021-07-19 16:33:14.730480400,14,2,ch433ap,ct67bt,1,Dispatched,2021-07-20 00:06:13.489617999,Delivered,2021-07-21 00:50:14.084491599
BRU00005513,Toothbrush 4000,2022-10-21 11:02:40.005960400,18,2,gu299ru,bd220aq,1,Dispatched,2022-10-21 17:11:26.502173199,Delivered,2022-10-22 18:53:38.898654399
BRU00004128,Toothbrush 4000,2022-07-08 07:51:22.686644800,30,1,gu290fg,bs166qu,1,Dispatched,2022-07-08 14:50:05.140808800,Delivered,2022-07-09 20:14:20.176007200
BRU00000888,Toothbrush 2000,2022-02-11 23:27:44.571048400,79,1,b202re,cw28tg,1,Dispatched,2022-02-12 06:19:44.188981600,Delivered,2022-02-13 10:43:58.438966000
BRU00002126,Toothbrush 2000,2021-03-12 07:09:59.035176000,89,5,co111at,hp235xa,1,Dispatched,2021-03-12 14:20:01.902001200,Delivered,2021-03-13 12:19:14.700158400
BRU00002990,Toothbrush 2000,2021-11-20 04:42:24.935504400,76,9,cf828bj,cv81ql,1,Dispatched,2021-11-20 12:44:55.403185200,Delivered,2021-11-21 13:19:53.862146400
BRU00000273,Toothbrush 4000,2022-11-07 04:26:30.402589600,26,7,bb22hj,hp66lg,1,Dispatched,2022-11-07 11:38:38.908014400,Delivered,2022-11-08 17:53:36.920630800
BRU00005110,Toothbrush 2000,2022-04-13 09:42:18.304259600,78,4,ip20xe,ex25ud,1,Dispatched,2022-04-13 17:26:55.296105200,Delivered,2022-04-15 00:35:57.767605999
BRU00003141,Toothbrush 2000,2021-05-20 18:01:07.894984800,81,9,bh257su,ex328ds,1,Dispatched,2021-05-21 00:51:29.631344400,Delivered,2021-05-22 09:14:28.370238000
BRU00004118,Toothbrush 2000,2022-01-19 07:48:51.189758399,66,8,dg126qr,al54lt,1,Dispatched,2022-01-19 15:11:07.037884799,Delivered,2022-01-20 20:59:13.706261999
BRU00003495,Toothbrush 2000,2021-10-12 10:35:19.677702400,94,4,da162sp,bs149dp,1,Dispatched,2021-10-12 17:58:31.698997600,Delivered,2021-10-13 19:40:11.534040400
BRU00003160,Toothbrush 4000,2022-01-14 17:33:28.936426400,23,9,dt36qp,g627ja,1,Dispatched,2022-01-15 00:57:13.705568000,Delivered,2022-01-16 08:19:26.379290000
BRU00002360,Toothbrush 2000,2021-11-10 22:04:34.044269200,84,9,gl560hh,gu272hy,1,Dispatched,2021-11-11 05:24:33.639304000,Delivered,2021-11-12 05:43:10.226168800
BRU00004097,Toothbrush 4000,2021-03-04 10:27:25.298015600,39,7,bb50du,en88ub,1,Dispatched,2021-03-04 18:32:14.469329600,Delivered,2021-03-05 21:37:27.546792800
BRU00004282,Toothbrush 4000,2022-10-27 03:00:04.639592000,29,4,g133tf,ct52qt,1,Dispatched,2022-10-27 11:09:30.856127600,Delivered,2022-10-28 11:51:41.938446800
BRU00003186,Toothbrush 2000,2022-05-11 09:18:47.235857200,72,7,ct157qq,bb104ld,1,Dispatched,2022-05-11 16:47:30.056890000,Delivered,2022-05-12 22:33:18.797761600
BRU00003104,Toothbrush 2000,2022-08-05 22:53:24.418112400,70,7,bh229rt,g523eq,1,Dispatched,2022-08-06 06:02:56.807294400,Delivered,2022-08-07 09:20:19.081918799
BRU00000435,Toothbrush 4000,2022-04-17 12:36:29.227276400,25,5,ch36jd,eh234hp,1,Dispatched,2022-04-17 19:51:16.506010400,Delivered,2022-04-18 23:29:15.071747600
BRU00003389,Toothbrush 2000,2021-11-25 13:30:46.276269600,106,3,ch641tj,al49js,1,Dispatched,2021-11-25 20:34:51.867355200,Delivered,2021-11-27 03:26:24.643663200
BRU00002812,Toothbrush 2000,2021-09-07 17:28:54.458332800,64,5,bb14lq,bd176an,1,Dispatched,2021-09-08 01:36:08.732539200,Delivered,2021-09-09 07:40:09.852799200
BRU00005052,Toothbrush 2000,2021-03-26 23:10:26.378619600,90,4,ha47xt,cf484ey,1,Dispatched,2021-03-27 06:27:42.564142800,Delivered,2021-03-28 09:30:11.408090400
BRU00004193,Toothbrush 2000,2021-01-19 05:06:12.069279999,39,3,eh178au,ha47hg,1,Dispatched,2021-01-19 12:35:20.843547999,Delivered,2021-01-20 21:57:06.015491199
BRU00003971,Toothbrush 4000,2021-06-03 05:45:43.863396800,9,5,bb103ed,eh221jy,1,Dispatched,2021-06-03 13:44:07.276052000,Delivered,2021-06-04 17:32:59.785184000
BRU00005533,Toothbrush 2000,2022-01-12 22:37:01.969044800,79,1,eh68sh,g467el,1,Dispatched,2022-01-13 05:27:24.297258800,Delivered,2022-01-14 03:34:20.715652400
BRU00002914,Toothbrush 4000,2022-05-23 23:33:59.313209600,27,2,hp24qj,dl93ax,1,Dispatched,2022-05-24 05:30:35.484528800,Delivered,2022-05-25 10:35:24.447485600
BRU00001874,Toothbrush 2000,2022-02-28 14:42:02.749734000,60,1,ct54uh,cf624jy,1,Dispatched,2022-02-28 22:13:57.436856400,Delivered,2022-03-01 18:40:28.402950000
BRU00005002,Toothbrush 2000,2022-06-06 23:36:40.108123600,72,7,al69bu,gu105lt,1,Dispatched,2022-06-07 06:26:53.418186400,Delivered,2022-06-08 09:17:15.628475200
BRU00005013,Toothbrush 2000,2022-11-08 20:43:31.048661600,72,2,ch430xg,b646en,1,Dispatched,2022-11-09 03:58:33.696162800,Delivered,2022-11-10 13:12:12.382934000
BRU00001723,Toothbrush 2000,2022-06-22 06:30:44.909791200,74,2,hp41td,hd88qh,1,Dispatched,2022-06-22 14:09:50.373547200,Delivered,2022-06-23 10:46:29.748284400
BRU00004838,Toothbrush 2000,2021-04-03 09:49:00.986816800,57,3,bb30rs,bb99hg,1,Dispatched,2021-04-03 17:31:54.244615600,Delivered,2021-04-04 21:13:18.313624000
